,Company,TypeName,Ram,OpSys,Weight,Touchscreen,IPS,PPI,Cpu_Name,HDD,SSD,Gpu brand
0,Apple,Ultrabook,8,Mac,1.37,0,1,226.98300468106115,Intel Core i5,0,128,Intel
1,Apple,Ultrabook,8,Mac,1.34,0,0,127.67794013309688,Intel Core i5,0,0,Intel
2,HP,Notebook,8,Others,1.86,0,0,141.21199808219862,Intel Core i5,0,256,Intel
3,Apple,Ultrabook,16,Mac,1.83,0,1,220.53462386625827,Intel Core i7,0,512,AMD
4,Apple,Ultrabook,8,Mac,1.37,0,1,226.98300468106115,Intel Core i5,0,256,Intel
5,Acer,Notebook,4,Windows,2.1,0,0,100.45466986113652,AMD Processor,500,0,AMD
6,Apple,Ultrabook,16,Mac,2.04,0,1,220.53462386625827,Intel Core i7,0,0,Intel
7,Apple,Ultrabook,8,Mac,1.34,0,0,127.67794013309688,Intel Core i5,0,0,Intel
8,Asus,Ultrabook,16,Windows,1.3,0,0,157.3505121487356,Intel Core i7,0,512,Nvidia
9,Acer,Ultrabook,8,Windows,1.6,0,1,157.3505121487356,Intel Core i5,0,256,Intel
10,HP,Notebook,4,Others,1.86,0,0,100.45466986113652,Intel Core i5,500,0,Intel
11,HP,Notebook,4,Others,1.86,0,0,141.21199808219862,Intel Core i3,500,0,Intel
12,Apple,Ultrabook,16,Mac,1.83,0,1,220.53462386625827,Intel Core i7,0,256,AMD
13,Dell,Notebook,4,Windows,2.2,0,0,141.21199808219862,Intel Core i3,0,256,AMD
14,Apple,Ultrabook,8,Mac,0.92,0,1,226.4155471693585,Other Intel Processor,0,256,Intel
15,Apple,Ultrabook,8,Mac,1.37,0,1,226.98300468106115,Intel Core i5,0,256,Intel
16,Dell,Notebook,8,Windows,2.2,0,0,141.21199808219862,Intel Core i7,0,256,AMD
17,Apple,Ultrabook,16,Mac,1.83,0,1,220.53462386625827,Intel Core i7,0,512,AMD
18,Lenovo,Notebook,8,Others,2.2,0,0,141.21199808219862,Intel Core i3,1000,0,Nvidia
19,Dell,Ultrabook,8,Windows,1.22,1,1,165.6321180513006,Intel Core i5,0,128,Intel
20,Asus,Netbook,2,Windows,0.98,0,0,135.0942111925629,Other Intel Processor,0,0,Intel
21,Lenovo,Gaming,8,Windows,2.5,0,1,141.21199808219862,Intel Core i5,1000,128,Nvidia
22,HP,Notebook,4,Others,1.86,0,0,100.45466986113652,AMD Processor,500,0,AMD
23,Dell,2 in 1 Convertible,8,Windows,1.62,1,0,165.6321180513006,Intel Core i5,0,256,Intel
24,HP,Ultrabook,8,Windows,1.91,0,0,141.21199808219862,Intel Core i7,0,256,Intel
25,Dell,Notebook,4,Windows,2.3,0,0,100.45466986113652,Intel Core i3,1000,0,Intel
26,Apple,Ultrabook,8,Mac,1.35,0,0,127.67794013309688,Intel Core i5,0,0,Intel
27,Dell,Notebook,8,Windows,2.2,0,0,141.21199808219862,Intel Core i5,0,256,AMD
28,Dell,Ultrabook,8,Windows,1.88,0,0,141.21199808219862,Intel Core i7,0,512,Intel
29,HP,Notebook,8,Windows,2.5,0,0,127.33567457123112,Intel Core i5,1000,0,Nvidia
30,Chuwi,Notebook,4,Windows,1.89,0,0,141.21199808219862,Other Intel Processor,0,0,Intel
31,Asus,Notebook,2,Windows,1.65,0,0,111.93520355955212,AMD Processor,0,0,AMD
32,HP,Notebook,4,Windows,2.71,0,0,127.33567457123112,AMD Processor,500,0,AMD
33,Dell,Ultrabook,16,Windows,1.2,1,0,276.053530085501,Intel Core i7,0,512,Intel
34,Apple,Ultrabook,8,Mac,1.35,0,0,127.67794013309688,Intel Core i5,0,0,Intel
35,Lenovo,Notebook,4,Windows,1.44,0,0,111.93520355955212,Other Intel Processor,0,0,Intel
36,Acer,Notebook,4,Linux,2.1,0,0,100.45466986113652,Intel Core i3,1000,0,Intel
37,Dell,Notebook,8,Windows,2.8,0,1,127.33567457123112,Intel Core i5,1000,128,AMD
38,HP,Notebook,4,Windows,1.86,0,0,100.45466986113652,Intel Core i5,1000,0,Intel
39,HP,Notebook,8,Windows,2.1,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia
40,Asus,Notebook,4,Linux,2.0,0,0,141.21199808219862,Intel Core i3,1000,0,Intel
41,Dell,Gaming,16,Windows,2.65,0,1,141.21199808219862,Intel Core i7,1000,256,Nvidia
42,Asus,Notebook,8,Linux,2.3,0,0,100.45466986113652,Intel Core i5,1000,0,Nvidia
43,Acer,Notebook,4,Windows,2.2,0,1,141.21199808219862,Intel Core i5,0,256,Intel
44,Dell,2 in 1 Convertible,12,Windows,2.77,1,0,127.33567457123112,Intel Core i5,1000,0,Nvidia
45,Apple,Ultrabook,8,Mac,1.37,0,1,226.98300468106115,Intel Core i5,0,256,Intel
46,Lenovo,Notebook,4,Others,2.2,0,0,100.45466986113652,Intel Core i3,0,128,Intel
47,Asus,Gaming,8,Windows,3.2,0,0,127.33567457123112,AMD Processor,1000,256,AMD
48,Dell,Notebook,4,Windows,2.3,0,0,141.21199808219862,Intel Core i5,0,256,AMD
49,Asus,Notebook,4,Windows,2.8,0,0,90.58340172449304,Other Intel Processor,1000,0,Nvidia
50,Lenovo,2 in 1 Convertible,4,Others,0.69,1,1,224.1738090785728,Other Intel Processor,0,0,Intel
51,Acer,Notebook,8,Windows,2.2,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia
52,HP,Notebook,4,Windows,1.86,0,0,141.21199808219862,AMD Processor,0,256,AMD
53,HP,Notebook,8,Windows,1.49,0,0,165.6321180513006,Intel Core i7,0,512,Intel
54,Acer,Notebook,4,Windows,2.4,0,0,100.45466986113652,Intel Core i3,1000,0,Intel
55,Dell,Notebook,8,Windows,2.13,0,0,141.21199808219862,Intel Core i7,0,256,AMD
56,HP,Notebook,4,Windows,1.91,0,0,141.21199808219862,Intel Core i3,0,128,Intel
57,Asus,Notebook,4,Windows,2.0,0,0,100.45466986113652,Intel Core i5,0,256,Intel
58,MSI,Gaming,16,Windows,2.43,0,0,127.33567457123112,Intel Core i7,2000,256,Nvidia
59,Asus,Notebook,4,Linux,2.0,0,0,141.21199808219862,Intel Core i3,0,256,Intel
60,Dell,Notebook,16,Windows,2.8,0,0,127.33567457123112,Intel Core i7,2000,256,AMD
61,Dell,Ultrabook,8,Windows,1.7,0,0,157.3505121487356,Intel Core i5,0,256,Intel
62,Lenovo,Notebook,8,Others,1.7,0,1,157.3505121487356,Intel Core i3,0,256,Intel
63,Asus,Notebook,8,Windows,1.4,0,0,157.3505121487356,Intel Core i5,0,256,Intel
64,HP,Notebook,8,Windows,1.86,0,0,141.21199808219862,Intel Core i5,0,256,Intel
65,Asus,Ultrabook,16,Windows,1.8,0,0,141.21199808219862,Intel Core i7,0,512,Nvidia
66,HP,Notebook,4,Windows,1.86,0,0,100.45466986113652,Intel Core i3,500,0,AMD
67,HP,Notebook,4,Windows,1.44,0,0,111.93520355955212,Other Intel Processor,0,32,Intel
68,Lenovo,Notebook,4,Windows,1.9,0,0,141.21199808219862,Intel Core i5,1000,0,Intel
69,Asus,Gaming,12,Linux,3.0,0,0,127.33567457123112,Intel Core i7,1000,0,Nvidia
70,Microsoft,Ultrabook,4,Windows,1.252,1,0,200.84255993695703,Intel Core i5,0,128,Intel
71,Dell,Ultrabook,8,Windows,1.4,0,1,165.6321180513006,Intel Core i7,0,256,AMD
72,Dell,Notebook,8,Windows,2.2,0,0,141.21199808219862,Intel Core i7,0,256,AMD
73,MSI,Gaming,8,Windows,2.7,0,0,127.33567457123112,Intel Core i5,1000,128,Nvidia
74,Acer,Notebook,8,Windows,2.1,0,0,111.93520355955212,Intel Core i3,1000,0,Intel
75,Asus,Gaming,8,Windows,2.2,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia
76,Lenovo,Notebook,8,Others,2.2,0,0,141.21199808219862,Intel Core i5,2000,0,Intel
77,Dell,Notebook,8,Windows,2.02,0,0,141.21199808219862,Intel Core i7,1000,128,Intel
78,Acer,Notebook,4,Windows,2.2,0,0,141.21199808219862,Intel Core i3,1000,0,Nvidia
79,HP,Notebook,8,Windows,2.5,0,0,127.33567457123112,Intel Core i5,1000,128,Nvidia
80,Dell,Ultrabook,8,Windows,1.88,0,1,141.21199808219862,Intel Core i5,0,256,Intel
81,Apple,Ultrabook,8,Mac,0.92,0,1,226.4155471693585,Intel Core i5,0,512,Intel
82,HP,Notebook,8,Windows,1.63,0,0,157.3505121487356,Intel Core i5,0,256,Intel
83,Lenovo,Notebook,4,Windows,2.2,0,0,141.21199808219862,AMD Processor,0,128,AMD
84,Acer,Notebook,4,Windows,2.1,0,0,100.45466986113652,AMD Processor,1000,0,AMD
85,Dell,Gaming,16,Windows,2.65,0,1,141.21199808219862,Intel Core i7,1000,128,Nvidia
86,HP,Ultrabook,8,Windows,1.83,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia
87,HP,Notebook,8,Windows,1.96,0,0,141.21199808219862,Intel Core i5,0,256,Intel
88,Asus,Gaming,16,Windows,2.2,0,1,141.21199808219862,Intel Core i7,1000,128,Nvidia
89,Dell,Ultrabook,8,Windows,1.21,0,1,165.6321180513006,Intel Core i7,0,256,Intel
90,Asus,Gaming,8,Windows,2.45,0,0,141.21199808219862,AMD Processor,1000,0,AMD
91,Acer,Notebook,8,Windows,2.2,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia
92,HP,Notebook,16,Windows,1.49,0,0,165.6321180513006,Intel Core i7,0,512,Intel
93,Dell,Gaming,8,Windows,2.65,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia
94,Asus,Ultrabook,8,Windows,1.25,0,0,157.3505121487356,Intel Core i7,0,256,Intel
95,Acer,2 in 1 Convertible,8,Windows,1.5,1,1,165.6321180513006,Intel Core i5,0,256,Intel
96,Dell,Notebook,8,Linux,2.2,0,0,141.21199808219862,Intel Core i7,1000,0,AMD
97,Dell,Notebook,4,Linux,2.2,0,0,141.21199808219862,Intel Core i3,0,256,AMD
98,Asus,Notebook,6,Windows,2.0,0,0,141.21199808219862,Intel Core i3,0,256,Nvidia
99,HP,Gaming,12,Windows,2.62,0,1,141.21199808219862,Intel Core i7,1000,128,Nvidia
100,HP,Notebook,8,Windows,1.91,0,0,141.21199808219862,Intel Core i7,0,256,AMD
101,HP,Notebook,4,Windows,2.1,0,0,141.21199808219862,AMD Processor,500,0,AMD
102,Dell,Notebook,8,Linux,2.2,0,0,141.21199808219862,Intel Core i5,1000,0,AMD
103,HP,Ultrabook,8,Windows,1.38,0,1,165.6321180513006,Intel Core i7,0,256,Nvidia
104,Microsoft,Ultrabook,8,Windows,1.252,1,0,200.84255993695703,Intel Core i5,0,256,Intel
105,HP,Notebook,6,Windows,1.58,0,1,157.3505121487356,Intel Core i5,0,256,Nvidia
106,Lenovo,Notebook,4,Windows,1.85,0,0,141.21199808219862,Intel Core i3,1000,0,Intel
107,Asus,Ultrabook,8,Windows,1.3,0,1,157.3505121487356,Intel Core i7,0,256,Nvidia
108,MSI,Gaming,16,Windows,2.2,0,0,141.21199808219862,Intel Core i7,1000,256,Nvidia
109,Lenovo,Notebook,8,Windows,1.58,0,1,157.3505121487356,Intel Core i7,0,256,Intel
110,Asus,Ultrabook,16,Windows,1.5,0,0,141.21199808219862,Intel Core i7,1000,256,Nvidia
111,Dell,Ultrabook,8,Windows,1.23,1,0,276.053530085501,Intel Core i7,0,256,Intel
112,Lenovo,2 in 1 Convertible,8,Windows,1.37,1,1,165.6321180513006,Intel Core i5,0,256,Intel
113,HP,Notebook,4,Windows,1.63,0,1,111.93520355955212,Intel Core i5,500,0,Intel
114,Dell,Ultrabook,8,Windows,1.21,0,1,165.6321180513006,Intel Core i5,0,256,Intel
115,HP,2 in 1 Convertible,8,Windows,1.26,1,1,165.6321180513006,Intel Core i5,0,256,Intel
116,HP,Notebook,8,Windows,1.63,0,0,157.3505121487356,Intel Core i7,0,512,Intel
117,Dell,Notebook,8,Windows,2.16,0,1,141.21199808219862,Intel Core i7,1000,256,Nvidia
118,Asus,Notebook,4,Windows,2.0,0,0,127.33567457123112,Intel Core i3,1000,0,Nvidia
119,Asus,Notebook,8,Windows,1.7,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia
120,Acer,Notebook,6,Windows,2.1,1,1,141.21199808219862,Intel Core i3,1000,0,Intel
121,MSI,Gaming,16,Windows,1.8,0,0,141.21199808219862,Intel Core i7,2000,256,Nvidia
122,Lenovo,Notebook,8,Others,2.2,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia
123,HP,Notebook,16,Windows,2.5,0,0,127.33567457123112,Intel Core i7,0,512,Nvidia
124,Acer,Notebook,4,Windows,2.1,0,0,100.45466986113652,AMD Processor,0,256,AMD
125,HP,Notebook,4,Others,1.86,0,0,100.45466986113652,Other Intel Processor,500,0,Intel
126,HP,Notebook,8,Windows,1.63,0,0,157.3505121487356,Intel Core i5,1000,0,Intel
127,Asus,Notebook,4,Windows,1.65,0,0,111.93520355955212,AMD Processor,0,64,AMD
128,Dell,Notebook,16,Windows,2.8,0,0,127.33567457123112,Intel Core i7,2000,256,AMD
129,HP,Notebook,8,Windows,2.5,0,0,127.33567457123112,Intel Core i5,0,256,Intel
130,Dell,Notebook,8,Windows,2.36,0,0,100.45466986113652,Intel Core i5,1000,0,AMD
131,Dell,Notebook,4,Windows,2.2,0,0,141.21199808219862,Intel Core i3,1000,0,AMD
132,Acer,Ultrabook,8,Windows,1.6,0,1,157.3505121487356,Intel Core i7,0,256,Intel
133,Acer,Notebook,4,Windows,2.2,0,0,141.21199808219862,Intel Core i3,0,256,Nvidia
134,HP,Notebook,8,Windows,2.05,0,0,100.45466986113652,Intel Core i7,1000,0,Intel
135,HP,Notebook,8,Windows,1.63,0,0,157.3505121487356,Intel Core i7,0,256,Intel
136,Lenovo,Notebook,4,Others,1.9,0,0,100.45466986113652,Other Intel Processor,1000,0,Intel
137,Asus,Gaming,8,Windows,3.0,0,0,127.33567457123112,Intel Core i5,1000,128,Nvidia
138,Lenovo,Notebook,4,Others,2.2,0,0,141.21199808219862,Intel Core i5,1000,0,Nvidia
139,HP,Notebook,4,Windows,1.32,0,1,165.6321180513006,Intel Core i5,0,256,Intel
140,Acer,Notebook,4,Windows,3.0,0,1,127.33567457123112,Intel Core i3,1000,0,Nvidia
141,Lenovo,Notebook,8,Windows,1.75,0,1,157.3505121487356,Intel Core i5,0,256,AMD
142,Lenovo,Gaming,8,Others,2.4,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia
143,Toshiba,Notebook,4,Windows,2.1,0,0,100.45466986113652,Intel Core i5,500,0,Intel
144,HP,Notebook,4,Windows,1.86,0,0,100.45466986113652,AMD Processor,0,256,AMD
145,Asus,Ultrabook,8,Windows,1.25,0,0,157.3505121487356,Intel Core i7,0,256,Intel
146,HP,Ultrabook,8,Windows,0.97,1,1,352.4651472131677,Other Intel Processor,0,512,Intel
147,Asus,Notebook,4,Windows,2.0,0,0,141.21199808219862,Other Intel Processor,1000,0,Intel
148,MSI,Gaming,16,Windows,2.9,0,0,127.33567457123112,Intel Core i7,1000,256,Nvidia
149,Acer,Notebook,4,Windows,2.1,0,0,100.45466986113652,Intel Core i3,1000,0,Intel
150,Dell,Gaming,16,Windows,2.56,0,0,141.21199808219862,Intel Core i7,0,512,Nvidia
151,Dell,Gaming,8,Windows,2.62,0,0,141.21199808219862,Intel Core i7,0,0,Nvidia
152,Lenovo,Notebook,4,Windows,1.9,0,0,100.45466986113652,Intel Core i5,0,128,Intel
153,MSI,Gaming,16,Windows,2.8,0,0,127.33567457123112,Intel Core i7,1000,256,Nvidia
154,HP,Ultrabook,4,Windows,1.48,0,0,157.3505121487356,Intel Core i5,0,256,Intel
155,HP,Notebook,6,Windows,1.91,0,0,141.21199808219862,Intel Core i5,0,256,AMD
156,Lenovo,2 in 1 Convertible,4,Windows,1.74,1,1,157.3505121487356,Intel Core i3,0,256,Intel
157,Asus,2 in 1 Convertible,8,Windows,1.1,1,0,165.6321180513006,Intel Core i5,0,256,Intel
158,Dell,2 in 1 Convertible,8,Windows,1.56,1,0,141.21199808219862,Intel Core i7,0,256,Intel
159,Toshiba,Notebook,4,Windows,2.1,0,0,100.45466986113652,Intel Core i3,500,0,Intel
160,Asus,Notebook,4,Windows,2.03,0,0,100.45466986113652,AMD Processor,1000,0,AMD
161,Acer,Notebook,4,Windows,3.0,0,1,127.33567457123112,Intel Core i5,0,256,Nvidia
162,Dell,Notebook,8,Windows,2.13,0,0,141.21199808219862,Intel Core i5,0,256,AMD
163,Lenovo,Gaming,16,Windows,2.5,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia
164,Acer,Notebook,4,Windows,2.1,0,0,100.45466986113652,Other Intel Processor,1000,0,Intel
165,MSI,Gaming,16,Windows,2.4,0,1,141.21199808219862,Intel Core i7,1000,256,Nvidia
166,Acer,Notebook,4,Windows,2.1,0,0,100.45466986113652,Other Intel Processor,1000,0,Intel
167,Dell,Gaming,8,Windows,2.56,0,0,141.21199808219862,Intel Core i7,1000,128,Nvidia
168,Acer,Notebook,8,Windows,3.0,0,1,127.33567457123112,Intel Core i5,0,256,Nvidia
169,HP,Notebook,4,Windows,1.49,0,1,165.6321180513006,Intel Core i5,500,0,Intel
170,Huawei,Ultrabook,8,Windows,1.05,0,1,199.69207064108247,Intel Core i5,0,256,Intel
171,HP,Notebook,6,Windows,2.71,0,1,127.33567457123112,Intel Core i5,2000,0,AMD
172,Lenovo,Notebook,4,Others,2.2,0,0,100.45466986113652,AMD Processor,500,0,AMD
173,Toshiba,Notebook,4,Windows,2.0,0,0,100.45466986113652,Intel Core i3,500,0,Intel
174,HP,Notebook,8,Windows,2.5,0,0,127.33567457123112,Intel Core i5,0,256,Nvidia
175,Dell,Notebook,8,Windows,2.3,0,0,100.45466986113652,Intel Core i3,1000,0,Intel
176,Acer,Notebook,4,Windows,2.1,0,0,100.45466986113652,Intel Core i3,0,128,Intel
177,MSI,Gaming,32,Windows,4.4,0,0,119.7232157653423,Intel Core i7,1000,512,Nvidia
178,Lenovo,Notebook,8,Windows,1.9,0,0,141.21199808219862,Intel Core i5,1000,128,AMD
179,HP,2 in 1 Convertible,8,Windows,1.29,1,1,331.2642361026012,Intel Core i5,0,256,Intel
180,Dell,Notebook,16,Linux,2.02,0,0,141.21199808219862,Intel Core i7,2000,256,AMD
181,Dell,Ultrabook,8,Windows,1.23,0,0,165.6321180513006,Intel Core i5,0,256,Intel
182,Lenovo,2 in 1 Convertible,16,Windows,1.4,1,1,316.96506044349616,Intel Core i7,0,512,Intel
183,Toshiba,Notebook,8,Windows,2.0,0,0,100.45466986113652,Intel Core i5,0,128,Intel
184,Xiaomi,Notebook,8,Others,1.95,0,1,141.21199808219862,Intel Core i5,0,256,Nvidia
185,Dell,Notebook,16,Windows,2.77,1,0,127.33567457123112,Intel Core i7,0,512,Nvidia
186,Dell,Notebook,16,Windows,2.06,1,0,282.42399616439724,Intel Core i7,0,512,Nvidia
187,Lenovo,Gaming,8,Others,2.4,0,1,141.21199808219862,Intel Core i5,0,256,Nvidia
188,Acer,Ultrabook,8,Windows,1.12,0,1,165.6321180513006,Intel Core i5,0,256,Intel
189,Dell,Notebook,8,Windows,2.8,0,0,127.33567457123112,Intel Core i7,1000,128,AMD
190,Lenovo,2 in 1 Convertible,16,Windows,1.42,1,0,209.8006828649808,Intel Core i7,0,1000,Intel
191,Vero,Notebook,4,Windows,1.3,0,1,157.3505121487356,Other Intel Processor,0,0,Intel
192,Xiaomi,Ultrabook,8,Others,1.3,0,1,165.6321180513006,Intel Core i5,0,256,Nvidia
193,Lenovo,Notebook,8,Others,2.8,0,0,106.11306214269258,Intel Core i5,0,256,Nvidia
194,Dell,2 in 1 Convertible,8,Windows,1.62,1,1,165.6321180513006,Intel Core i7,1000,0,Intel
195,HP,Notebook,8,Windows,2.5,0,1,127.33567457123112,Intel Core i5,1000,0,Nvidia
196,Razer,Gaming,32,Windows,3.49,1,0,254.67134914246225,Intel Core i7,0,1000,Nvidia
197,HP,Notebook,8,Windows,1.49,0,0,165.6321180513006,Intel Core i5,0,512,Intel
198,HP,Gaming,16,Windows,3.35,0,1,127.33567457123112,Intel Core i7,1000,256,Nvidia
199,HP,Notebook,8,Windows,2.5,0,0,127.33567457123112,Intel Core i7,0,256,Nvidia
200,Dell,Gaming,16,Windows,2.65,0,1,282.42399616439724,Intel Core i7,1000,512,Nvidia
201,Lenovo,Notebook,4,Windows,2.1,0,0,100.45466986113652,Intel Core i5,0,128,Intel
202,Acer,Notebook,8,Windows,2.23,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia
203,Lenovo,Gaming,16,Windows,3.2,0,1,141.21199808219862,Intel Core i7,1000,512,Nvidia
204,Dell,Workstation,16,Windows,2.8,0,0,282.42399616439724,Other Intel Processor,1000,256,Nvidia
205,Lenovo,Gaming,16,Others,2.4,0,0,141.21199808219862,Intel Core i7,0,512,Nvidia
206,Dell,Notebook,6,Windows,2.3,1,0,100.45466986113652,Intel Core i3,1000,0,Intel
207,Dell,Ultrabook,8,Windows,1.21,1,1,331.2642361026012,Intel Core i7,0,256,Intel
208,Dell,Ultrabook,8,Windows,1.2,0,0,165.6321180513006,Intel Core i7,0,256,Intel
209,Lenovo,Notebook,8,Windows,2.2,0,0,100.45466986113652,Intel Core i5,0,256,Intel
210,Acer,Notebook,8,Linux,2.4,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia
211,Asus,Gaming,16,Windows,2.9,0,0,127.33567457123112,Intel Core i7,1000,256,Nvidia
212,HP,Notebook,4,Others,2.1,0,0,141.21199808219862,Intel Core i3,500,0,Intel
213,Lenovo,Notebook,8,Others,2.2,0,0,141.21199808219862,Intel Core i5,0,256,Intel
214,Huawei,Ultrabook,8,Windows,1.05,0,1,199.69207064108247,Intel Core i7,0,512,Intel
215,Dell,Ultrabook,8,Windows,1.4,0,1,165.6321180513006,Intel Core i7,0,256,AMD
216,Lenovo,Notebook,8,Others,2.8,0,0,106.11306214269258,Intel Core i5,1000,0,Nvidia
217,HP,Notebook,8,Windows,1.63,0,0,157.3505121487356,Intel Core i7,0,256,Nvidia
218,Dell,Ultrabook,8,Windows,1.6,0,0,157.3505121487356,Intel Core i5,0,256,Intel
219,Dell,2 in 1 Convertible,16,Windows,1.62,1,0,165.6321180513006,Intel Core i7,0,512,Intel
220,Dell,Notebook,8,Linux,2.2,0,0,141.21199808219862,Intel Core i5,0,256,AMD
221,Lenovo,2 in 1 Convertible,8,Windows,1.74,0,1,157.3505121487356,Intel Core i5,0,256,Intel
222,Toshiba,Ultrabook,8,Windows,1.2,0,0,165.6321180513006,Intel Core i7,0,256,Intel
223,HP,Notebook,8,Windows,2.1,0,0,141.21199808219862,Intel Core i5,1000,0,Intel
224,Dell,Gaming,16,Windows,4.42,0,1,127.33567457123112,Intel Core i7,1000,256,Nvidia
225,Acer,Notebook,8,Windows,2.2,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia
226,Dell,Notebook,16,Windows,2.3,1,0,141.21199808219862,Intel Core i7,1000,0,AMD
227,Asus,Notebook,8,Windows,2.0,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia
228,Asus,Notebook,8,Windows,2.69,0,0,127.33567457123112,Intel Core i5,500,256,Nvidia
229,HP,Notebook,8,Windows,1.9,0,0,141.21199808219862,Intel Core i7,1000,0,AMD
230,Asus,Notebook,4,Windows,2.37,0,0,100.45466986113652,Intel Core i3,1000,0,Intel
231,HP,Notebook,4,Windows,2.1,0,0,100.45466986113652,AMD Processor,500,0,AMD
232,Lenovo,Gaming,16,Windows,3.2,0,1,141.21199808219862,Intel Core i7,1000,256,Nvidia
233,Dell,Notebook,8,Windows,1.6,0,0,157.3505121487356,Intel Core i5,0,256,Intel
234,Acer,2 in 1 Convertible,8,Windows,1.6,1,1,165.6321180513006,Intel Core i5,0,256,Intel
235,Dell,Notebook,16,Linux,2.36,0,0,141.21199808219862,Intel Core i7,0,256,AMD
236,Acer,Notebook,4,Linux,2.1,0,0,100.45466986113652,Intel Core i3,1000,0,Intel
237,Asus,Notebook,4,Windows,2.2,0,0,141.21199808219862,AMD Processor,1000,128,AMD
238,Asus,Gaming,32,Windows,4.7,0,0,127.33567457123112,Intel Core i7,1000,512,Nvidia
239,Acer,Gaming,8,Windows,2.5,0,1,141.21199808219862,Intel Core i5,0,256,Nvidia
240,Lenovo,Notebook,8,Windows,2.2,0,0,100.45466986113652,Intel Core i3,0,128,Intel
241,Asus,Notebook,8,Windows,2.1,0,0,127.33567457123112,Intel Core i7,1000,128,Nvidia
242,Asus,Notebook,8,Others,2.69,0,0,127.33567457123112,Intel Core i7,1000,128,Nvidia
243,Dell,Gaming,8,Windows,2.56,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia
244,Lenovo,2 in 1 Convertible,8,Windows,1.38,1,1,158.48253022174808,Intel Core i7,0,256,Intel
245,Dell,Notebook,8,Windows,2.2,0,0,141.21199808219862,Intel Core i7,2000,128,AMD
246,HP,Notebook,8,Windows,2.04,1,0,100.45466986113652,Intel Core i5,1000,0,Intel
247,Asus,Gaming,16,Windows,3.6,0,0,127.33567457123112,Intel Core i7,0,256,Nvidia
248,HP,Notebook,4,Windows,1.49,0,1,165.6321180513006,Intel Core i5,500,0,Intel
249,Apple,Ultrabook,8,Mac,1.37,0,1,226.98300468106115,Intel Core i5,0,512,Intel
250,Dell,2 in 1 Convertible,8,Windows,2.08,1,1,141.21199808219862,Intel Core i7,1000,0,Intel
251,Asus,Gaming,16,Windows,4.3,0,0,127.33567457123112,Intel Core i7,1000,256,Nvidia
252,Asus,Notebook,4,Windows,1.68,0,0,100.45466986113652,AMD Processor,1000,0,AMD
253,Lenovo,2 in 1 Convertible,8,Windows,1.37,1,1,158.48253022174808,Intel Core i7,0,512,Intel
254,Acer,Notebook,4,Windows,3.0,0,1,127.33567457123112,Intel Core i3,0,256,Nvidia
255,Dell,Ultrabook,8,Windows,1.41,0,0,165.6321180513006,Intel Core i5,0,256,Intel
256,HP,Notebook,8,Windows,1.91,0,0,100.45466986113652,AMD Processor,0,128,AMD
257,HP,Notebook,16,Windows,2.9,0,1,127.33567457123112,Intel Core i7,1000,0,Nvidia
258,MSI,Gaming,16,Windows,4.14,0,0,127.33567457123112,Intel Core i7,1000,512,Nvidia
259,Lenovo,2 in 1 Convertible,8,Windows,2.0,1,1,141.21199808219862,Intel Core i7,0,512,Nvidia
260,Dell,Notebook,8,Windows,2.8,0,0,127.33567457123112,Intel Core i7,1000,128,AMD
261,Lenovo,Notebook,4,Others,2.2,0,0,141.21199808219862,Intel Core i3,0,256,Intel
262,HP,Notebook,4,Windows,2.1,0,1,141.21199808219862,Intel Core i5,500,0,Intel
263,Dell,Notebook,4,Windows,2.18,0,0,141.21199808219862,Intel Core i5,1000,0,Intel
264,Dell,Notebook,8,Windows,2.24,0,0,141.21199808219862,Intel Core i5,1000,0,AMD
265,Dell,2 in 1 Convertible,8,Windows,2.67,1,0,141.21199808219862,Intel Core i5,0,256,Intel
266,Asus,2 in 1 Convertible,8,Windows,1.1,1,0,165.6321180513006,Intel Core i7,0,1024,Intel
267,Lenovo,Notebook,4,Others,2.2,0,0,141.21199808219862,Intel Core i5,1000,0,Intel
268,HP,Notebook,8,Windows,2.5,0,0,127.33567457123112,Intel Core i7,1000,0,Nvidia
269,Lenovo,Notebook,8,Windows,2.05,0,0,141.21199808219862,Intel Core i7,0,256,Intel
270,Apple,Ultrabook,8,Mac,1.37,0,1,226.98300468106115,Intel Core i5,0,512,Intel
271,Asus,Gaming,16,Windows,3.2,0,0,127.33567457123112,AMD Processor,1000,256,AMD
272,Dell,Notebook,8,Linux,2.14,0,0,141.21199808219862,Intel Core i7,0,256,AMD
